index,disease_name,description,Possible Steps,image_url
27,স্ট্রবেরি : পাতা পোড়া,"পাতা পোড়ার লক্ষণ সাধারণ (মাইকোসফেরেলা) পাতার দাগের প্রাথমিক পর্যায়ের মতোই, যেখানে উপরের পৃষ্ঠে অনিয়মিত গাঢ় বেগুনি দাগ ছড়িয়ে থাকে। দাগগুলো বড় হওয়ার সঙ্গে সঙ্গে তারা টারের ফোঁটার মতো দেখাতে শুরু করে এবং আসলে এটি ছত্রাকের কালো ফলধারী অংশ (অ্যাসারভুলি) জমা হয়। দাগের কেন্দ্রগুলো বেগুনি থাকে (মাইকোসফেরেলা পাতার দাগে তারা সাদা হয়) এবং সেখানে কোনো সুনির্দিষ্ট দাগের সীমানা থাকে না। ভারী সংক্রমণের ক্ষেত্রে, এই অঞ্চলগুলো একত্রিত হয় এবং দাগগুলোর মধ্যে টিস্যু প্রায়শই একটি বেগুনি থেকে উজ্জ্বল লাল রঙ ধারণ করে যা প্রজাতি, তাপমাত্রা বা অন্যান্য কারণের উপর নির্ভর করে। শেষ পর্যন্ত পাতা বাদামী হয়ে যায়, শুকিয়ে যায় এবং প্রান্তে কুঁচকে একটি পোড়া চেহারা দেয়। অ্যাসারভুলি এবং কনিডিয়ালের আকৃতি পরীক্ষা করলে এই রোগের উন্নত পর্যায়ে পাতার দাগ এবং পাতার পোড়ার মধ্যে পার্থক্য করা যায়। পাতার পোড়ার দাগের উপরের পৃষ্ঠে অ্যাসারভুলি কালো হয় এবং উজ্জ্বল স্পোরের ভর থাকে। পেটিওলের দাগগুলো লম্বাটে, ডুবে যাওয়া এবং বেগুনি থেকে বাদামী রঙের হয় এবং পেটিওলকে ঘিরে পাতা মেরে ফেলতে পারে। রানার, ফলের ডাঁটা, ফল এবং টুপি সংক্রমিত হতে পারে। গাছগুলো দুর্বল হয়ে পড়তে পারে এবং মুকুটের সংখ্যা ও বল কমে যেতে পারে। সংক্রমণ গাছগুলোকে শীত এবং খরা স্ট্রেসে প্রভাবিত করে। গুরুতর সংক্রমণের ক্ষেত্রে, ফুল এবং ফল মারা যেতে পারে।","যদিও স্ট্রবেরি গাছের পাতার পোড়া হতাশাজনক হতে পারে, কিছু কৌশল আছে যা গার্ডেনাররা এর বিস্তার রোধ করতে ব্যবহার করতে পারেন। স্ট্রবেরি পাতার পোড়া নিয়ন্ত্রণের প্রধান উপায় হওয়া উচিত প্রতিরোধ। যেহেতু এই ছত্রাকজনিত রোগটি সংক্রমিত গাছের পড়ে থাকা পাতা থেকে শীতকালেও টিকে থাকে, তাই সঠিক বাগান পরিচ্ছন্নতা খুবই গুরুত্বপূর্ণ। এর মধ্যে রয়েছে স্ট্রবেরি ক্ষেত থেকে সংক্রমিত বাগানের আবর্জনা অপসারণ, পাশাপাশি নতুন স্ট্রবেরি গাছ লাগানো। নতুন রোপণ এবং স্ট্রবেরি ক্ষেত তৈরি করা একটি ধারাবাহিক স্ট্রবেরি ফলন বজায় রাখতে গুরুত্বপূর্ণ, কারণ পুরোনো গাছগুলোতে গুরুতর সংক্রমণের লক্ষণ দেখা দিতে পারে।",https://content.ces.ncsu.edu/media/images/17531_IMG_2126.JPG
28,স্ট্রবেরি : স্বাস্থ্যকর,"তাদের জন্য একটি রোদ্রোজ্জ্বল স্থান খুঁজুন কারণ তারা প্রচুর আলো ভালোবাসে এবং প্রয়োজন। আমি এমন একটি স্থান পছন্দ করি যেখানে তারা সকালের রোদ পায়।
যদি আপনি তাদের পাত্রে এবং/অথবা অন্যান্য কন্টেইনারে রাখেন, তবে দিনের পরিবর্তনশীল সূর্যালোকের সুবিধা নিতে তাদের সরানো ভালো।
তারা খুব তৃষ্ণার্ত গাছ। প্রতিদিন তাদের পানি দিন, বিশেষ করে যদি তারা ফল উৎপাদন করে। এটি সকালে করা ভালো এবং রোগ প্রতিরোধের জন্য পাতাগুলো ভিজানো এড়িয়ে চলুন।
তাদের চরম আবহাওয়ার অবস্থা এবং বাতাস থেকে রক্ষা করুন। দয়া করে মনে রাখবেন, তারা সূর্যালোক পছন্দ করে, তবে সরাসরি দুপুরের সূর্যের সংস্পর্শ ক্ষতিকর হতে পারে।
পাত্রগুলোতে ভাল ড্রেনেজ আছে কিনা তা পরীক্ষা করুন।
আগাছা এবং অবাঞ্ছিত গাছ নিয়ন্ত্রণে রাখুন।
তাদের সার প্রয়োগ করতে হবে কারণ তারা স্ট্রবেরি উৎপাদনের জন্য অনেক শক্তি প্রয়োজন। একটি ব্যালান্সড ফার্টিলাইজার (১০-১০-১০, ১২-১২-১২, ইত্যাদি) কিনুন। নির্দেশাবলী অনুসরণ করুন কারণ খুব বেশি সার ফলন কমাতে পারে এবং এটি রানার উৎপাদনকে উদ্দীপিত করতে পারে।","স্ট্রবেরির হৃদয়-আকৃতির সিলুয়েটটি প্রথম ইঙ্গিত দেয় যে এই ফলটি আপনার জন্য কতটা উপকারী। এই শক্তিশালী ছোট প্যাকেজগুলো আপনার হৃদয়কে রক্ষা করে, HDL (ভাল) কোলেস্টেরল বাড়ায়, রক্তচাপ কমায় এবং ক্যান্সারের বিরুদ্ধে প্রতিরোধ করে।

ভিটামিন, ফাইবার এবং বিশেষ করে পলিফেনল নামে পরিচিত অ্যান্টিঅক্সিডেন্টের উচ্চ মাত্রায় ভরপুর, স্ট্রবেরি একটি সোডিয়াম-মুক্ত, ফ্যাট-মুক্ত, কোলেস্টেরল-মুক্ত, এবং কম-ক্যালোরি খাবার। অ্যান্টিঅক্সিডেন্ট ক্ষমতায় এটি শীর্ষ ২০টি ফলের মধ্যে রয়েছে এবং এটি ম্যাঙ্গানিজ এবং পটাসিয়ামের একটি ভালো উৎস। মাত্র একটি পরিবেশন -- প্রায় আটটি স্ট্রবেরি -- একটি কমলালেবুর চেয়ে বেশি ভিটামিন সি সরবরাহ করে।",https://www.canr.msu.edu/uploads/images/7-12-11-MARK-plhstrw4.jpg
29,টমেটো : ব্যাকটেরিয়াল স্পট,"টমেটোর ব্যাকটেরিয়াল স্পট একটি সম্ভাব্য বিধ্বংসী রোগ যা গুরুতর ক্ষেত্রে বাজারজাতযোগ্য ফলের অনুপযুক্ততা এবং এমনকি গাছের মৃত্যুর কারণ হতে পারে। ব্যাকটেরিয়াল স্পট যেকোনো জায়গায় হতে পারে যেখানে টমেটো চাষ হয়, তবে এটি উষ্ণ এবং স্যাঁতসেঁতে জলবায়ুতে, পাশাপাশি গ্রীনহাউসে, বেশি দেখা যায়। এই রোগটি প্রায়শই উইসকনসিনে একটি সমস্যা। ব্যাকটেরিয়াল স্পট একটি টমেটো গাছের সমস্ত উপরের অংশকে প্রভাবিত করতে পারে, যার মধ্যে রয়েছে পাতা, কান্ড এবং ফল। পাতায় ব্যাকটেরিয়াল স্পট ছোট (১/৪ ইঞ্চির চেয়ে কম), কখনও কখনও পানিতে ভেজা (অর্থাৎ ভেজা দেখায়) গোলাকার দাগের মতো দেখা যায়। দাগগুলো প্রাথমিকভাবে হলুদ-সবুজ হতে পারে, তবে বয়সের সাথে এটি বাদামী-লাল হয়ে যায়। রোগটি গুরুতর হলে ব্যাপক পাতা হলুদ হওয়া এবং পাতা ঝরে যাওয়া ঘটতে পারে। সবুজ ফলে, দাগগুলো সাধারণত ছোট, উঁচু এবং ফোসকা সদৃশ হয় এবং এতে হলুদ আভা থাকতে পারে। ফল পরিপক্ক হলে, দাগগুলো বড় হয় (সর্বোচ্চ আকার ১/২ ইঞ্চি) এবং বাদামী, খসখসে এবং রুক্ষ হয়ে যায়। পরিপক্ক দাগগুলো উঁচু বা উঁচু প্রান্ত সহ ডুবে যেতে পারে।","ব্যাকটেরিয়াল স্পট প্যাথোজেন থেকে রক্ষা পেতে সংক্রমিত বীজ বা চারা থেকে প্যাথোজেন-ফ্রি বীজ বা চারা রোপণ করুন। যদি পরিষ্কার বীজের উৎস না থাকে বা আপনার সন্দেহ হয় যে আপনার বীজ দূষিত, তবে প্যাথোজেন ধ্বংস করতে বীজগুলোকে ১২২°F পানিতে ২৫ মিনিট ভিজিয়ে রাখুন। পাতা শুকনো রাখতে এবং প্যাথোজেন ছড়ানো বন্ধ করতে প্রতিষ্ঠিত গাছগুলোতে ওভারহেড সেচ (যেমন ওয়ান্ড বা স্প্রিঙ্কলার) এড়িয়ে চলুন এবং এর পরিবর্তে ড্রিপ-টেপ বা সকার-হোস ব্যবহার করুন। এছাড়াও ছড়ানো বন্ধ করতে, ভেজা অবস্থায় গাছ স্পর্শ করবেন না (যেমন শিশির থেকে) এবং নিয়মিত টুলগুলো ১০% ব্লিচ সলিউশন বা (ভাল) ৭০% অ্যালকোহল (যেমন রাবিং অ্যালকোহল) দিয়ে জীবাণুমুক্ত করুন। যেখানে ব্যাকটেরিয়াল স্পট একটি পুনরাবৃত্ত সমস্যায় পরিণত হয়েছে, বিশেষত উষ্ণ এবং স্যাঁতসেঁতে সময়ে টমেটোতে নিবন্ধিত কপার-ভিত্তিক পণ্যগুলোর প্রতিরোধমূলক ব্যবহার বিবেচনা করুন। তবে মনে রাখবেন, যদি অতিরিক্ত বা দীর্ঘ সময়ের জন্য ব্যবহার করা হয়, তাহলে কপার আর রোগ নিয়ন্ত্রণ করতে সক্ষম নাও হতে পারে। আপনি যে পণ্যটি বেছে নেন তার লেবেলের সমস্ত নির্দেশাবলী পড়তে এবং অনুসরণ করতে নিশ্চিত হন যাতে আপনি এটি সবচেয়ে নিরাপদ এবং কার্যকর উপায়ে ব্যবহার করতে পারেন।",https://www.growingproduce.com/wp-content/uploads/2019/08/bacterial_spot_tomato.jpg
30,টমেটো : আর্লি ব্লাইট,"আর্লি ব্লাইট টমেটোর সবচেয়ে সাধারণ রোগগুলির মধ্যে একটি, যা প্রায় প্রতি মৌসুমেই ঘটে যেখানে টমেটো চাষ হয়। এটি পাতা, ফল এবং কান্ডে আক্রমণ করে এবং সংবেদনশীল জাত ব্যবহার করা হলে এবং আবহাওয়া অনুকূল থাকলে ফলনের উপর গুরুতর প্রভাব ফেলতে পারে। তীব্র পাতা ঝরে যাওয়ার কারণে ফলের উপর সূর্যালোকজনিত দাগ দেখা দিতে পারে। আর্লি ব্লাইট মিনেসোটা সহ ফিল্ড এবং হাই টানেল উভয় ধরণের টমেটো উৎপাদনে সাধারণ।","গাছ ছাঁটাই বা খুঁটির সাহায্যে গাছকে স্থাপন করুন যাতে বাতাস চলাচল ভালো হয় এবং ফাঙ্গাল সমস্যাগুলি কমে যায়। প্রতিটি কাটার পরে আপনার ছাঁটাই সরঞ্জাম (১ অংশ ব্লিচ এবং ৪ অংশ পানির মিশ্রণ) জীবাণুমুক্ত করুন। গাছের নীচে মাটি পরিষ্কার এবং উদ্যানের আবর্জনামুক্ত রাখুন। স্পোরগুলোকে গাছের উপরে ছড়িয়ে পড়া থেকে রোধ করতে জৈব কম্পোস্টের একটি স্তর যোগ করুন। ড্রিপ সেচ এবং সকার হোস ব্যবহার করে পাতাগুলো শুকনো রাখার চেষ্টা করুন। সর্বোত্তম নিয়ন্ত্রণের জন্য, রোগ সাধারণত দেখা দেওয়ার দুই সপ্তাহ আগে বা যখন আবহাওয়ার পূর্বাভাসে দীর্ঘ সময় ধরে স্যাঁতসেঁতে আবহাওয়ার সম্ভাবনা থাকে তখন কপার-ভিত্তিক ফাঙ্গিসাইড প্রয়োগ করুন। বিকল্পভাবে, রোগ প্রথম দেখা দিলে চিকিৎসা শুরু করুন এবং প্রয়োজন অনুযায়ী প্রতি ৭-১০ দিনে পুনরাবৃত্তি করুন। কপার এবং পাইরিথ্রিন সমন্বিত, বোনাইড® গার্ডেন ডাস্ট অনেক পোকামাকড়ের আক্রমণ এবং ফাঙ্গাল সমস্যার জন্য একটি নিরাপদ, এক ধাপের নিয়ন্ত্রণ ব্যবস্থা। সর্বোত্তম ফলাফলের জন্য পাতার উপরের এবং নিচের অংশে একটি পাতলা অভিন্ন স্তর বা ধুলো প্রয়োগ করুন। পাতার ঘনত্বের উপর নির্ভর করে, ১০ আউন্স ৬২৫ বর্গফুট আচ্ছাদিত করতে পারে। প্রয়োজন অনুযায়ী প্রতি ৭-১০ দিনে পুনরায় প্রয়োগ করুন।",https://extension.umn.edu/sites/extension.umn.edu/files/styles/large/public/early-blight-leaf-tomato.jpg?itok=woYQQlrF
31,টমেটো : লেট ব্লাইট,"লেট ব্লাইট রোগটি *Phytophthora infestans* নামক এক ধরনের ছত্রাকের কারণে হয়। এই ছত্রাকগুলো পানির মোল্ডের মতো দেখতে, তবে এগুলো আসল ফাঙ্গাস নয়। এই ছত্রাকের অনেক ধরন আছে, যেগুলোকে ক্লোনাল লাইনেজ বলা হয় এবং একটি নির্দিষ্ট কোড দ্বারা চিহ্নিত করা হয় (যেমন US-23)। অনেক ধরণের ক্লোনাল লাইনেজ টমেটো ও আলু উভয়কেই আক্রান্ত করতে পারে, কিন্তু কিছু লাইনেজ শুধু একটি গাছকেই আক্রান্ত করে। লেট ব্লাইট টমেটো ও আলু গাছের পাতা, ডাল এবং ফলগুলোকে আক্রান্ত করে। রোগটি দ্রুত ছড়িয়ে পড়ে এবং চিকিৎসা না করলে পুরো ফসল নষ্ট হয়ে যেতে পারে। আলুর লেট ব্লাইট রোগটি ১৮৪০ সালে আইরিশ আলু দুর্ভিক্ষের জন্য দায়ী ছিল।","টমেটো লেট ব্লাইট নিয়ন্ত্রণে স্যানিটেশন প্রথম পদক্ষেপ। বাগানের সমস্ত আবর্জনা এবং পড়ে থাকা ফল পরিষ্কার করুন। এটি বিশেষভাবে গুরুত্বপূর্ণ উষ্ণ এলাকায়, যেখানে শীতকালে তাপমাত্রা শূন্যের নিচে যাওয়ার সম্ভাবনা কম এবং লেট ব্লাইট টমেটো রোগ শীতকালে পড়ে থাকা ফলের মধ্যে থাকতে পারে। বর্তমানে, লেট টমেটো ব্লাইটের বিরুদ্ধে প্রতিরোধী কোন টমেটো জাত নেই, তাই গাছগুলোকে অন্তত দুইবার সপ্তাহে পরিদর্শন করতে হবে। যেহেতু লেট ব্লাইটের লক্ষণগুলো আর্দ্র অবস্থায় বেশি হয়, তাই সেসব সময়ে বিশেষ সতর্কতা নেওয়া উচিত। গৃহস্থ বাগানির জন্য, মেনেব, ম্যানকোজেব, ক্লোরোথ্যালোনিল অথবা ফিক্সড কপার সম্বলিত ফাঙ্গিসাইডগুলি গাছগুলোকে লেট টমেটো ব্লাইট থেকে রক্ষা করতে সাহায্য করতে পারে। রোগটি যে কোনো সময় আঘাত করতে পারে, তাই সারা গ্রীষ্মকাল ধরে চিকিৎসা করতে হবে। জৈব বাগানিদের জন্য, কিছু ফিক্সড কপার পণ্য অনুমোদিত, অন্যথায় সমস্ত সংক্রামিত গাছ অবিলম্বে অপসারণ ও ধ্বংস করতে হবে।","https://www.canr.msu.edu/contentAsset/image/e97d1ef0-5b55-49b0-ab4e-c57dcbeca65e/fileAsset/filter/Resize,Jpeg/resize_w/750/jpeg_q/80"
32,টমেটো : পাতার মোল্ড,"টমেটো পাতার মোল্ড একটি ছত্রাকজনিত রোগ যা পাতার আর্দ্রতা দীর্ঘ সময় ধরে থাকার এবং আপেক্ষিক আর্দ্রতা বেশি (৮৫ শতাংশের বেশি) হলে বিকাশ ঘটে। এই আর্দ্রতার প্রয়োজনীয়তার কারণে, রোগটি প্রধানত হোপহাউস এবং গ্রীনহাউসে দেখা যায়। টমেটো পাতার মোল্ড প্রাথমিক বসন্তের তাপমাত্রা (৫০.৯ ডিগ্রি ফারেনহাইট) বা গ্রীষ্মকালীন তাপমাত্রায় (৯০ ডিগ্রি ফারেনহাইট) বিকশিত হতে পারে। টমেটো পাতার মোল্ডের জন্য আদর্শ তাপমাত্রা কম ৭০ ডিগ্রি ফারেনহাইটের মধ্যে।

রোগের লক্ষণগুলি হল পাতা উপরের পৃষ্ঠে হলুদ দাগ। আক্রান্ত পাতার নিচে জলপাই সবুজ রঙের ছত্রাকের কণা দেখতে পাওয়া যায়।","টমেটো গাছগুলোকে ফাঙ্গিসাইড দিয়ে চিকিৎসা করার সময়, গাছের সমস্ত অংশ যা মাটির উপরে থাকে, বিশেষ করে পাতা নিচের অংশে ফাঙ্গিসাইড ছিটিয়ে দিন, যেখানে রোগটি প্রায়শই তৈরি হয়। পাতার মোল্ড সমস্যার জন্য ক্যালসিয়াম ক্লোরাইড ভিত্তিক স্প্রে ব্যবহার করা সুপারিশ করা হয়। জৈব ফাঙ্গিসাইড বিকল্পও পাওয়া যায়।",https://www.gardeningknowhow.com/wp-content/uploads/2018/04/tomato-leaf-mold-400x300.jpg
33,টমেটো : সেপটোরিয়া পাতার দাগ,"সেপটোরিয়া পাতার দাগ একটি ছত্রাক দ্বারা সৃষ্ট রোগ, যার নাম সেপটোরিয়া লাইকোপারসিসি। এটি টমেটোর পাতার সবচেয়ে বিধ্বংসী রোগগুলির মধ্যে একটি এবং বিশেষত এমন এলাকায় গুরুতর হয় যেখানে দীর্ঘ সময় ধরে আর্দ্র, স্যাঁতসেঁতে আবহাওয়া বিরাজ করে। সেপটোরিয়া পাতার দাগ সাধারণত প্রথম ফল ধরার পরে নিম্ন পাতায় দেখা দেয়। দাগগুলি বৃত্তাকার, প্রায় ১/১৬ থেকে ১/৪ ইঞ্চি ব্যাসের, গা dark ় বাদামী সীমানা এবং ট্যান থেকে ধূসর কেন্দ্রের সাথে ছোট কালো ফলন গঠন থাকে। বিশেষভাবে, প্রতিটি পাতায় অনেক দাগ থাকে। এই রোগটি সবচেয়ে পুরনো থেকে সবচেয়ে নতুন বৃদ্ধি পর্যন্ত উপরে দিকে ছড়িয়ে পড়ে। যদি পাতার ক্ষতি অনেক হয়, তবে পাতা সামান্য হলুদ হয়ে যায়, তারপর বাদামী হয়, এবং পরে শুকিয়ে যায়। ফলের সংক্রমণ খুব বিরল।","অসুস্থ পাতা সরিয়ে ফেলুন।
গাছের চারপাশে বায়ু চলাচল উন্নত করুন।
গাছের নিচে মালচ প্রয়োগ করুন। মালচ প্রয়োগে মাটির ছিটানো কমে যাবে, যা ছত্রাকের কণা ধারণ করতে পারে যা আবর্জনার সাথে সংযুক্ত থাকে। মাটির উষ্ণ হওয়ার পর মালচ প্রয়োগ করুন।
ওভারহেড সেচ ব্যবহার করবেন না। ওভারহেড সেচ সংক্রমণ তৈরি করে এবং রোগটি ছড়িয়ে দেয়। গাছের নিচে সোকার হোস ব্যবহার করুন, যাতে পাতাগুলি শুকনো থাকে। দিনের প্রথম দিকে পানি দিন।
আগাছা নিয়ন্ত্রণ করুন। নাইটশেড এবং হর্সনেটল প্রায়শই সেপটোরিয়া পাতার দাগের হোস্ট এবং এগুলি বাগান সাইটের চারপাশে নির্মূল করা উচিত।
ক্রপ রোটেশন ব্যবহার করুন। পরবর্তী বছর টমেটো গাছগুলি সেই একই স্থানে রোপণ করবেন না যেখানে অসুস্থ টমেটো গাছগুলো বৃদ্ধি পেয়েছে। এই এলাকাগুলিতে টমেটো গাছ পুনরায় রোপণ করতে ১-২ বছর অপেক্ষা করুন।
ফাঙ্গিসাইড স্প্রে ব্যবহার করুন।",https://www.missouribotanicalgarden.org/portals/0/Gardening/Gardening%20Help/images/Pests/Septoria_Leaf_Spot_of_Tomato187.jpg
34,টমেটো : মাকড়সার মাইট | দুই-দাগি মাকড়সার মাইট,"দুই-দাগি মাকড়সার মাইট হল সবচেয়ে সাধারণ মাইট প্রজাতি যা নিউ ইংল্যান্ডে শাক-সবজি এবং ফলের ফসল আক্রমণ করে। মাকড়সার মাইটগুলি টমেটো, বেগুন, আলু, তরমুজ, শসা এবং অন্যান্য ফসলের লতা জাতীয় ফসলগুলিতে ঘটে। দুই-দাগি মাকড়সার মাইট বেগুনের সবচেয়ে গুরুত্বপূর্ণ পোকামাকড়ের একটি। এগুলির বছরে ২০টি পর্যন্ত প্রজন্ম হয় এবং অতিরিক্ত নাইট্রোজেন এবং শুষ্ক ও ধূলিময় পরিস্থিতি দ্বারা সুষ্টভাবে বাড়ে। প্রায়শই বিস্তৃত-স্পেকট্রাম কীটনাশক ব্যবহার করা হলে মাইট জনসংখ্যা নিয়ন্ত্রণে সহায়ক অনেক প্রাকৃতিক শত্রুর মধ্যে হস্তক্ষেপ ঘটে, যার ফলে প্রাদুর্ভাব হয়। বেশিরভাগ পোকামাকড়ের মতো, সমস্যা তাড়াতাড়ি ধরলে নিয়ন্ত্রণ করা সহজ হবে।","আগাছাযুক্ত ক্ষেতগুলো এড়িয়ে চলুন এবং বেগুনকে লেগিউম ফরেজ ফসলের পাশে রোপণ করবেন না।
অন্যান্য পোকামাকড়ের জন্য প্রাথমিক ঋতুতে বিস্তৃত-স্পেকট্রাম কীটনাশক ব্যবহার এড়িয়ে চলুন।
অতিরিক্ত সার ব্যবহার করবেন না।
ওভারহেড সেচ বা দীর্ঘকাল বৃষ্টিপাত মাইট জনসংখ্যা কমাতে সহায়ক হতে পারে।",https://entomology.ca.uky.edu/files/styles/panopoly_image_original/public/310a.jpg?itok=XNlP0H9H
35,টমেটো : টার্গেট স্পট,"রোগটি পুরানো পাতাগুলিতে শুরু হয় এবং উপরের দিকে ছড়িয়ে পড়ে। প্রথম লক্ষণ হল অসম আকারের দাগ (১ মিমি এর কম) যার চারপাশে হলুদ রঙের সীমা থাকে। কিছু দাগ ১০ মিমি পর্যন্ত বাড়ে এবং রিং এর মতো বৈশিষ্ট্য প্রদর্শন করে, যার ফলে এই রোগটির নাম 'টার্গেট স্পট' রাখা হয়। দাগগুলি দ্রুত সমস্ত পাতায় এবং অন্যান্য পাতায় ছড়িয়ে পড়ে, যার ফলে পাতা হলুদ হয়ে যায়, ভেঙে পড়ে এবং মরে যায়। দাগগুলি কাণ্ডে ও হয়। সেগুলি দীর্ঘ এবং সরু। ফলেও ছোট হালকা বাদামী দাগগুলি থাকতে পারে যার চারপাশে গা dark ় সীমানা থাকে।
স্পোরগুলি বায়ু-বাহিত বৃষ্টির মাধ্যমে ছড়িয়ে পড়ে, এবং যদি বায়ুপ্রবাহযুক্ত বৃষ্টির আবহাওয়া কয়েক দিন ধরে চলতে থাকে, তবে রোগটি দ্রুত ছড়িয়ে পড়ে এবং গাছপালা দ্রুত তাদের পাতা হারায়।","সাংস্কৃতিক নিয়ন্ত্রণ গুরুত্বপূর্ণ। নিম্নলিখিতগুলি করা উচিত:
রোগযুক্ত পুরানো গাছের পাশে নতুন গাছ রোপণ করবেন না।
পপায়া থেকে যতটা সম্ভব দূরে রোপণ করুন, বিশেষত যদি পাতায় ছোট আয়তক্ষেত্রাকার দাগ থাকে (ফটো ৫)।
নার্সারিতে সমস্ত বীজপত্তি পরীক্ষা করুন এবং যেগুলির পাতায় দাগ রয়েছে তা ফেলে দিন।
গাছগুলির নীচের কিছু শাখা অপসারণ করুন যাতে গাছের নীচের অংশে ভাল বায়ুপ্রবাহ হতে পারে।
রোগ দেখা দিলেই নীচের পাতা অপসারণ করুন এবং আগুনে পুড়িয়ে ফেলুন, বিশেষত যখন নীচের ফলের ট্রাসগুলি তুলনোর পরে।
ফসলের ক্ষেতগুলো আগাছামুক্ত রাখুন, কারণ কিছু আগাছা ছত্রাকের আশ্রয় হতে পারে।
ওভারহেড সেচ ব্যবহার করবেন না; অন্যথায় এটি স্পোর উৎপাদন এবং সংক্রমণের জন্য পরিবেশ তৈরি করবে।
ফসল তোলার পর যতটা সম্ভব ফসল সংগ্রহ করুন এবং আগুনে পুড়িয়ে ফেলুন।
ফসল ঘুরিয়ে চাষ করুন, একই জমিতে টমেটো পুনরায় রোপণ করার আগে ৩ বছর অপেক্ষা করুন।",https://barmac.com.au/wp-content/uploads/sites/3/2016/01/Target-Spot-Tomato1.jpg
36,টমেটো : হলুদ পাতা কার্ল ভাইরাস,"টমেটো হলুদ পাতা কার্ল ভাইরাস একটি প্রজাতি যা বেগোমোভাইরাস গণের এবং গেমিনিভিরিডি পরিবারের অন্তর্ভুক্ত।
টমেটো হলুদ পাতা কার্ল ভাইরাস (TYLCV) সংক্রমণ টমেটো গাছের উপর তীব্র উপসর্গ সৃষ্টি করে এবং বিশ্বের বিভিন্ন স্থানে ফলন ক্ষতির কারণ হয়।
TYLCV মিষ্টি আলুর সাদা তেলপোকা, Bemisia tabaci (Gennadius) দ্বারা স্থায়ীভাবে সংক্রমিত হয়।
TYLCV-induced ক্ষতি কমাতে একক বা কম সংখ্যক প্রতিরোধী জেনেটিক গুণাবলী সম্পন্ন টমেটো জাত এবং হাইব্রিডগুলি সাধারণত চাষ করা হয়।
এই প্রতিরোধী জাতগুলি (জাত বা হাইব্রিড) TYLCV থেকে মুক্ত নয়। এগুলি সাধারণত সিস্টেমিক সংক্রমণ তৈরি করে, হালকা উপসর্গ প্রদর্শন করে এবং TYLCV চাপের অধীনে অধিক বাজারযোগ্য টমেটো উৎপন্ন করে।
একাধিক প্যাথোসিস্টেমে, একক ডোমিনেন্ট প্রতিরোধী গুণাবলী সম্পন্ন জাতগুলির ব্যাপক ব্যবহার ভাইরাসটির উপর তীব্র নির্বাচন চাপ সৃষ্টি করেছে, অত্যন্ত কার্যকরী স্ট্রেইনগুলির সৃষ্টি হয়েছে এবং প্রতিরোধ ভেঙে পড়েছে।","শুধুমাত্র ভাইরাস-মুক্ত এবং সাদা তেলপোকামুক্ত টমেটো এবং মরিচের ট্রান্সপ্ল্যান্ট ব্যবহার করুন।
ট্রান্সপ্ল্যান্টগুলি সাদা তেলপোকা প্রাপ্ত প্রাপ্তবয়স্কদের জন্য ক্যাপচার (বিফেনথ্রিন) অথবা ভেনম (ডিনোটেফুরান) এবং ডিম ও নিম্ফদের জন্য ওবেরন দিয়ে চিকিত্সা করা উচিত।
ট্রান্সপ্ল্যান্ট হাউসগুলিতে কমপক্ষে সাত দিন আগে ইমিডাক্লোপ্রিড বা থাইঅমেথোক্সাম ব্যবহার করা উচিত।
ইমিডাক্লোপ্রিড পুরো গাছ এবং পাতার নিচে স্প্রে করা উচিত; ডিম এবং তেলপোকা সাধারণত পাতার নিচে পাওয়া যায়।
প্রতি 14-21 দিনে স্প্রে করুন এবং মাসে একবার আবামেকটিনের সঙ্গে পরিবর্তন করুন যাতে সাদা তেলপোকাগুলি রাসায়নিকের প্রতি প্রতিরোধী হয়ে না পড়ে।",https://gd.eppo.int/media/data/taxon/T/TYLCV0/pics/1024x0/10609.jpg
